nx,dx_um,xmax_mm,rmse,trapz_rms,truth_peak,interp_peak,peak_error_pct,truth_xpeak_mm,interp_xpeak_mm,xpeak_error_um,truth_fwhm_mm,interp_fwhm_mm,fwhm_error_pct,nrmse_peak_pct,nrmse_range_pct,nrmse_meanabs_pct,nrmse_truthrms_pct,integrated_nrmse_peak_pct,integrated_nrmse_range_pct
500,103.05535530236139,51.42462229587833,2.2699778098467734e-07,2.2722511982218135e-07,0.00011219489211576878,0.00011727055488825411,4.523969564717785,0.10305535530236139,0.10305535530236139,0.0,nan,nan,nan,0.20232452360705397,0.20232452360705397,0.6934548247999546,0.6886264691745452,0.2025271521164423,0.2025271521164423
1200,42.88959324093272,51.42462229587833,6.4418017612008965e-06,6.444487523986295e-06,0.0006144993293194457,0.0007246778175939932,17.929797970092086,0.04288959324093272,0.08577918648186544,42.88959324093272,0.04288959324093272,0.04288959324093272,0.0,1.0483008611799711,1.0483008611799711,19.21743201616209,16.152145095377605,1.0487379263901762,1.0487379263901762
2500,20.5780801504115,51.42462229587833,4.5099738252235416e-06,4.510876090677161e-06,0.00256369028942003,0.0025057193970823605,-2.261228377581599,0.06173424045123449,0.06173424045123449,0.0,nan,nan,nan,0.17591726441511032,0.17591726441511032,13.153817249338243,6.963273770176791,0.17595245842654544,0.17595245842654544
5000,10.286981855546777,51.42462229587833,4.010122994080852e-06,4.010524066542084e-06,0.0029167001682876546,0.0027504753827909643,-5.699070041686115,0.07200887298882744,0.07200887298882744,0.0,0.01028698185554678,0.01028698185554678,0.0,0.13748835199728904,0.13748835199728904,11.665919864948359,5.861147847782899,0.13750210289515616,0.13750210289515616
10000,5.142976527240557,51.42462229587833,3.7098446479863647e-06,3.7100301541318144e-06,0.0030043295914810005,0.0028632963802991728,-4.694332192504373,0.06685869485412724,0.06685869485412724,0.0,0.020571906108962233,0.020571906108962233,0.0,0.1234832775507023,0.1234832775507023,10.78956872511122,5.411880200532564,0.12348945217767984,0.12348945217767984
