T1_K,P1_atm,cj_speed_m_s,x10_T_m,x50_T_m,x90_T_m,ho2_peak,ho2_peak_x_m,source_file
957.142857143,1.2,1902.4632357852154,0.00019660009750491423,0.0004317960576836168,0.0023785933235850143,0.00019774689446240594,0.00015895426358788128,znd_T0957.14_P01.20.npz
957.142857143,1.3,1905.0969295052098,0.00017892660323684057,0.00038282537614252717,0.0020776221922103482,0.00021289392000529975,0.0001440996142196692,znd_T0957.14_P01.30.npz
957.142857143,1.4,1907.526414581294,0.0001640130354916329,0.0003427738697481508,0.001833599141713394,0.0002279356282229886,0.00013259916481749937,znd_T0957.14_P01.40.npz
957.142857143,1.5,1909.7802611795444,0.00015127526941452476,0.00030952919785316984,0.00163240510380262,0.0002428837228717966,0.00012294183638884485,znd_T0957.14_P01.50.npz
957.142857143,1.6,1911.8814916011468,0.00014027412071625125,0.00028156473551364174,0.0014643665755674877,0.0002577429828755747,0.0001149236208572835,znd_T0957.14_P01.60.npz
957.142857143,1.7,1913.8489450282962,0.000130683717707668,0.0002577577679905034,0.0013223746650025084,0.00027248622088567114,0.0001072637028954023,znd_T0957.14_P01.70.npz
957.142857143,1.8,1915.698145937133,0.0001222562543979779,0.00023729637742000764,0.0012019168726454693,0.00028714761528288103,0.00010091332917850199,znd_T0957.14_P01.80.npz
957.142857143,1.9,1917.4418965522475,0.00011480070471851881,0.00021956476400835953,0.0010981620624433695,0.00030169565043446626,9.455088024152435e-05,znd_T0957.14_P01.90.npz
957.142857143,2.0,1919.0917999753167,0.00010815271874223888,0.00020407039185799821,0.001008082834033663,0.0003161771616939013,9.027285322537854e-05,znd_T0957.14_P02.00.npz
957.142857143,2.1,1920.6565984967924,0.00010219975933071685,0.0001904278936479997,0.0009294715642900398,0.00033057618437834746,8.454512439361402e-05,znd_T0957.14_P02.10.npz
957.142857143,2.2,1922.1445373797444,9.683581970193959e-05,0.0001783323289834002,0.0008601073954140599,0.0003449092799974289,8.034097006862438e-05,znd_T0957.14_P02.20.npz
957.142857143,2.3,1923.562593435434,9.197526940730365e-05,0.00016755216768067022,0.0007991663843568233,0.0003591684949781579,7.652818595540016e-05,znd_T0957.14_P02.30.npz
957.142857143,2.4,1924.9168027786045,8.755873553532044e-05,0.0001579053699768931,0.0007447412565400364,0.00037335597193682553,7.305502791814654e-05,znd_T0957.14_P02.40.npz
957.142857143,2.5,1926.212506829594,8.352913148741501e-05,0.00014922179283515584,0.0006961293808436176,0.00038747882671651856,7.033826144690453e-05,znd_T0957.14_P02.50.npz
957.142857143,2.6,1927.4543656772753,7.98323396400297e-05,0.0001413556081859723,0.0006523979062241715,0.0004015015521978414,6.680802986819773e-05,znd_T0957.14_P02.60.npz
