T1_K,P1_atm,feature_value,d2_dT2,d2_dP2,d2_dTdP,C_T,C_P,C_TP,C_combined
300.0,0.1,0.0017444527101731601,nan,nan,nan,nan,nan,nan,nan
300.0,0.2,0.0007911246596701573,nan,nan,nan,nan,nan,nan,nan
300.0,0.30000000000000004,0.0005085520051161759,nan,nan,nan,nan,nan,nan,nan
300.0,0.4,0.00037472459604629923,nan,nan,nan,nan,nan,nan,nan
300.0,0.5,0.0002984595230097181,nan,nan,nan,nan,nan,nan,nan
300.0,0.6,0.00025112865000673733,nan,nan,nan,nan,nan,nan,nan
300.0,0.7000000000000001,0.00021692491154105074,nan,nan,nan,nan,nan,nan,nan
300.0,0.8,0.00019263405783528491,nan,nan,nan,nan,nan,nan,nan
300.0,0.9,0.00017303745675418972,nan,nan,nan,nan,nan,nan,nan
300.0,1.0,0.00015821596777811648,nan,nan,nan,nan,nan,nan,nan
300.0,1.1,0.00014764086174255114,nan,nan,nan,nan,nan,nan,nan
300.0,1.2000000000000002,0.00013803720405653798,nan,nan,nan,nan,nan,nan,nan
300.0,1.3000000000000003,0.00012998593019576693,nan,nan,nan,nan,nan,nan,nan
300.0,1.4000000000000001,0.00012329005654050285,nan,nan,nan,nan,nan,nan,nan
300.0,1.5000000000000002,0.00011767847108412418,nan,nan,nan,nan,nan,nan,nan
300.0,1.6,0.00011383915646750396,nan,nan,nan,nan,nan,nan,nan
300.0,1.7000000000000002,0.00010979825573696437,nan,nan,nan,nan,nan,nan,nan
300.0,1.8000000000000003,0.00010636934513210692,nan,nan,nan,nan,nan,nan,nan
300.0,1.9000000000000001,0.00010397492673589849,nan,nan,nan,nan,nan,nan,nan
300.0,2.0,0.00010119593413950346,nan,nan,nan,nan,nan,nan,nan
300.0,2.1,0.00010002973030323428,nan,nan,nan,nan,nan,nan,nan
300.0,2.2,9.865269988157995e-05,nan,nan,nan,nan,nan,nan,nan
300.0,2.3000000000000003,9.714123473748429e-05,nan,nan,nan,nan,nan,nan,nan
300.0,2.4000000000000004,9.605644227474031e-05,nan,nan,nan,nan,nan,nan,nan
300.0,2.5000000000000004,9.580995511730362e-05,nan,nan,nan,nan,nan,nan,nan
300.0,2.6,9.500383229504141e-05,nan,nan,nan,nan,nan,nan,nan
300.0,2.7,9.499001256016891e-05,nan,nan,nan,nan,nan,nan,nan
300.0,2.8000000000000003,9.520172211655449e-05,nan,nan,nan,nan,nan,nan,nan
300.0,2.9000000000000004,9.533118741769107e-05,nan,nan,nan,nan,nan,nan,nan
300.0,3.0000000000000004,9.599651938408326e-05,nan,nan,nan,nan,nan,nan,nan
300.0,3.1,9.665564561460431e-05,nan,nan,nan,nan,nan,nan,nan
300.0,3.2,9.724355426681162e-05,nan,nan,nan,nan,nan,nan,nan
300.0,3.3000000000000003,9.797899872983121e-05,nan,nan,nan,nan,nan,nan,nan
300.0,3.4000000000000004,9.886897414972594e-05,nan,nan,nan,nan,nan,nan,nan
300.0,3.5000000000000004,9.985537079916232e-05,nan,nan,nan,nan,nan,nan,nan
300.0,3.6,0.00010092823926556968,nan,nan,nan,nan,nan,nan,nan
300.0,3.7,0.00010232896514573356,nan,nan,nan,nan,nan,nan,nan
300.0,3.8000000000000003,0.00010333742556242676,nan,nan,nan,nan,nan,nan,nan
300.0,3.9000000000000004,0.00010426316636909396,nan,nan,nan,nan,nan,nan,nan
300.0,4.0,0.00010568671489915744,nan,nan,nan,nan,nan,nan,nan
300.0,4.1,0.0001066665087503808,nan,nan,nan,nan,nan,nan,nan
300.0,4.2,0.00010783108829493268,nan,nan,nan,nan,nan,nan,nan
300.0,4.3,0.00010903562710974394,nan,nan,nan,nan,nan,nan,nan
300.0,4.3999999999999995,0.00011006492392172887,nan,nan,nan,nan,nan,nan,nan
300.0,4.5,0.00011077153937578038,nan,nan,nan,nan,nan,nan,nan
300.0,4.6,0.00011171421824427059,nan,nan,nan,nan,nan,nan,nan
300.0,4.7,0.00011297600834892105,nan,nan,nan,nan,nan,nan,nan
300.0,4.8,0.00011368238110647113,nan,nan,nan,nan,nan,nan,nan
300.0,4.9,0.00011459570399131244,nan,nan,nan,nan,nan,nan,nan
300.0,5.0,0.0001151880335659629,nan,nan,nan,nan,nan,nan,nan
314.2857142857143,0.1,0.00178638397243163,nan,nan,nan,nan,nan,nan,nan
314.2857142857143,0.2,0.0008082884360621908,4.1354429322564065e-08,0.06880701432939033,-1.102139353125551e-05,0.01012083165154164,0.3851748302226989,0.00861950307145728,0.3855005482963695
314.2857142857143,0.30000000000000004,0.0005182630429866552,-9.819281880963457e-10,0.01523415142048725,-4.835695442557272e-06,0.00037969590485119,0.1884741973385738,0.00828421095533822,0.18883835292044068
