T1_K,P1_atm,feature_value,d2_dT2,d2_dP2,d2_dTdP,C_T,C_P,C_TP,C_combined
300.0,0.1,0.00013922068723763462,nan,nan,nan,nan,nan,nan,nan
300.0,0.2,0.000262756185810189,nan,nan,nan,nan,nan,nan,nan
300.0,0.30000000000000004,0.0003801276960322649,nan,nan,nan,nan,nan,nan,nan
300.0,0.4,0.0004929469848602509,nan,nan,nan,nan,nan,nan,nan
300.0,0.5,0.0006018975891615638,nan,nan,nan,nan,nan,nan,nan
300.0,0.6,0.0007076517055456469,nan,nan,nan,nan,nan,nan,nan
300.0,0.7000000000000001,0.0008104506067556755,nan,nan,nan,nan,nan,nan,nan
300.0,0.8,0.0009105544485541016,nan,nan,nan,nan,nan,nan,nan
300.0,0.9,0.0010082104816352517,nan,nan,nan,nan,nan,nan,nan
300.0,1.0,0.0011035072224944498,nan,nan,nan,nan,nan,nan,nan
300.0,1.1,0.001196749203787713,nan,nan,nan,nan,nan,nan,nan
300.0,1.2000000000000002,0.0012879788772462803,nan,nan,nan,nan,nan,nan,nan
300.0,1.3000000000000003,0.001377310218981534,nan,nan,nan,nan,nan,nan,nan
300.0,1.4000000000000001,0.0014646580878371707,nan,nan,nan,nan,nan,nan,nan
300.0,1.5000000000000002,0.0015500461042077386,nan,nan,nan,nan,nan,nan,nan
300.0,1.6,0.001633694363186842,nan,nan,nan,nan,nan,nan,nan
300.0,1.7000000000000002,0.0017158962960454286,nan,nan,nan,nan,nan,nan,nan
300.0,1.8000000000000003,0.0017962232687621193,nan,nan,nan,nan,nan,nan,nan
300.0,1.9000000000000001,0.0018748334846337721,nan,nan,nan,nan,nan,nan,nan
300.0,2.0,0.0019514989379971397,nan,nan,nan,nan,nan,nan,nan
300.0,2.1,0.002027145160765231,nan,nan,nan,nan,nan,nan,nan
300.0,2.2,0.0021007854209181896,nan,nan,nan,nan,nan,nan,nan
300.0,2.3000000000000003,0.002173418422605847,nan,nan,nan,nan,nan,nan,nan
300.0,2.4000000000000004,0.0022438906843870554,nan,nan,nan,nan,nan,nan,nan
300.0,2.5000000000000004,0.0023132508081828928,nan,nan,nan,nan,nan,nan,nan
300.0,2.6,0.002380445002531094,nan,nan,nan,nan,nan,nan,nan
300.0,2.7,0.0024469010130520764,nan,nan,nan,nan,nan,nan,nan
300.0,2.8000000000000003,0.0025117743265084184,nan,nan,nan,nan,nan,nan,nan
300.0,2.9000000000000004,0.0025748624598702407,nan,nan,nan,nan,nan,nan,nan
300.0,3.0000000000000004,0.0026367816034196722,nan,nan,nan,nan,nan,nan,nan
300.0,3.1,0.0026970375615191465,nan,nan,nan,nan,nan,nan,nan
300.0,3.2,0.002756200585491768,nan,nan,nan,nan,nan,nan,nan
300.0,3.3000000000000003,0.0028138853117466644,nan,nan,nan,nan,nan,nan,nan
300.0,3.4000000000000004,0.0028702204958043816,nan,nan,nan,nan,nan,nan,nan
300.0,3.5000000000000004,0.002925272044603389,nan,nan,nan,nan,nan,nan,nan
300.0,3.6,0.002979089042553874,nan,nan,nan,nan,nan,nan,nan
300.0,3.7,0.003031358769009248,nan,nan,nan,nan,nan,nan,nan
300.0,3.8000000000000003,0.0030830666995486067,nan,nan,nan,nan,nan,nan,nan
300.0,3.9000000000000004,0.003133196414388715,nan,nan,nan,nan,nan,nan,nan
300.0,4.0,0.0031824014710079744,nan,nan,nan,nan,nan,nan,nan
300.0,4.1,0.0032305199260374254,nan,nan,nan,nan,nan,nan,nan
300.0,4.2,0.0032775275944499816,nan,nan,nan,nan,nan,nan,nan
300.0,4.3,0.003323403143134938,nan,nan,nan,nan,nan,nan,nan
300.0,4.3999999999999995,0.003368396751310783,nan,nan,nan,nan,nan,nan,nan
300.0,4.5,0.003412009406300816,nan,nan,nan,nan,nan,nan,nan
300.0,4.6,0.0034550173082721993,nan,nan,nan,nan,nan,nan,nan
